Customer_ID,Age,Gender,Income,Skin_Type,Previous_Cosmetic_Purchases,Purchase_Frequency,Monthly_Spend,Purchased_New_Product,Age_Group
CUST04707,37,Female,51500.0,Oily,2.0,0.24,110.0,0,36-45
CUST03922,29,Male,22900.0,Combination,5.0,0.36,150.0,0,26-35
CUST09678,40,Female,79900.0,Combination,4.0,0.38,190.0,0,36-45
CUST05910,47,Male,46000.0,Sensitive,3.0,0.19,100.0,1,46-55
CUST00665,31,Female,26000.0,Dry,7.0,0.64,240.0,0,26-35
CUST02349,49,Male,71100.0,Dry,4.0,0.31,180.0,0,46-55
CUST03059,25,Male,25700.0,Dry,5.0,0.45,160.0,1,18-25
CUST03746,28,Male,29700.0,Dry,4.0,0.38,120.0,0,26-35
CUST09639,20,Male,73900.0,Normal,3.0,0.17,170.0,1,18-25
CUST06689,48,Male,38900.0,Sensitive,5.0,0.42,230.0,0,46-55
CUST00676,36,Male,26500.0,Combination,5.0,0.4,160.0,0,36-45
CUST03313,30,Male,44900.0,Dry,6.0,0.53,160.0,1,26-35
CUST02908,32,Female,32700.0,Combination,8.0,0.74,290.0,1,26-35
CUST06953,42,Female,59100.0,Sensitive,6.0,0.56,270.0,1,36-45
CUST01963,29,Female,15000.0,Sensitive,4.0,0.35,130.0,1,26-35
CUST01841,26,Female,79800.0,Combination,2.0,0.19,140.0,1,26-35
CUST06568,21,Female,60700.0,Sensitive,4.0,0.44,200.0,0,18-25
CUST07300,33,Female,85400.0,Combination,2.0,0.18,100.0,1,26-35
CUST04487,51,Male,50000.0,Normal,4.0,0.4,150.0,1,46-55
CUST05685,21,Female,81100.0,Dry,2.0,0.2,120.0,0,18-25
CUST04909,26,Female,25300.0,Oily,3.0,0.31,100.0,1,26-35
CUST02426,44,Female,104600.0,Oily,5.0,0.4,240.0,0,36-45
CUST08288,40,Female,31200.0,Normal,7.0,0.55,170.0,0,36-45
CUST07459,25,Male,22400.0,Dry,3.0,0.32,110.0,0,18-25
CUST06267,37,M,40500.0,Sensitive,4.0,0.36,150.0,1,36-45
CUST04808,25,Male,58300.0,Normal,5.0,0.48,180.0,1,18-25
CUST00412,18,Female,123900.0,Combination,3.0,0.23,210.0,1,18-25
CUST00614,37,Female,83500.0,Oily,7.0,0.56,310.0,1,36-45
CUST08631,34,Male,50700.0,Normal,3.0,0.31,100.0,0,26-35
CUST09163,46,Female,17400.0,Dry,8.0,0.63,190.0,1,46-55
CUST01431,29,Male,30200.0,Normal,5.0,0.42,140.0,1,26-35
CUST09390,31,Female,62800.0,Combination,3.0,0.23,140.0,1,26-35
CUST07542,28,Female,29600.0,Dry,,0.5,230.0,1,26-35
CUST04814,32,Female,41900.0,Oily,6.0,0.49,150.0,1,26-35
CUST06632,28,Female,91500.0,Sensitive,3.0,0.27,190.0,1,26-35
CUST02957,38,Female,74000.0,Oily,3.0,0.26,160.0,1,36-45
CUST01418,43,Female,26500.0,Oily,2.0,0.24,100.0,0,36-45
CUST04175,20,Female,28900.0,Combination,1.0,0.08,100.0,1,18-25
CUST00605,25,Female,41200.0,Sensitive,4.0,0.37,120.0,1,18-25
CUST01273,28,Female,58000.0,Sensitive,4.0,0.42,190.0,1,26-35
CUST07836,19,Female,111100.0,Combination,5.0,0.41,250.0,1,18-25
CUST06424,34,Female,54600.0,Oily,3.0,0.41,170.0,0,26-35
CUST06619,44,Female,32500.0,Oily,1.0,0.07,44588.13014237008,0,36-45
CUST03881,27,Female,24600.0,Sensitive,7.0,0.52,140.0,1,26-35
CUST00248,52,Female,51000.0,Normal,3.0,0.23,110.0,0,46-55
CUST06131,30,Female,49800.0,Oily,2.0,0.12,,0,26-35
CUST01983,32,Female,44400.0,Dry,5.0,0.37,230.0,1,26-35
CUST02847,26,Female,35000.0,Combination,7.0,0.6,250.0,0,26-35
CUST05378,29,Female,76100.0,Combination,10.0,0.89,330.0,1,26-35
CUST00200,30,Female,38800.0,Dry,8.0,0.64,320.0,1,26-35
CUST00486,30,Female,44500.0,Dry,1.0,0.13,100.0,1,26-35
CUST06138,18,Male,45900.0,Combination,6.0,0.55,230.0,0,18-25
CUST08265,32,Male,82600.0,Dry,5.0,0.35,,0,26-35
CUST00456,34,Male,47600.0,Normal,3.0,0.22,110.0,1,26-35
CUST09838,28,Male,33900.0,,4.0,0.4,130.0,1,26-35
CUST08864,19,Female,17700.0,Combination,3.0,0.18,120.0,1,18-25
CUST06573,48,Male,26400.0,Dry,2.0,0.13,100.0,0,46-55
CUST01722,18,Male,75500.0,Normal,1.0,0.06,130.0,1,18-25
CUST05200,30,Male,49200.0,Sensitive,6.0,0.53,200.0,0,26-35
CUST03435,18,Male,16800.0,Dry,7.0,0.55,140.0,1,18-25
CUST08215,18,Female,32600.0,Combination,3.0,0.23,110.0,0,18-25
CUST05817,35,Male,33000.0,Dry,3.0,0.35,150.0,1,26-35
CUST05861,45,Male,24200.0,Oily,1.0,0.05,100.0,0,36-45
CUST05713,36,Female,29600.0,Dry,7.0,0.58,310.0,0,36-45
CUST00863,31,Female,36300.0,Sensitive,3.0,0.17,100.0,0,26-35
CUST02095,33,Female,54000.0,Sensitive,5.0,0.38,,1,26-35
CUST00948,18,Female,24300.0,Oily,2.0,0.15,100.0,1,18-25
CUST06066,36,Female,37500.0,Combination,3.0,0.28,110.0,1,36-45
CUST01445,30,Female,59400.0,Dry,3.0,0.22,150.0,1,26-35
CUST01281,45,Female,25000.0,Dry,2.0,0.1,100.0,0,36-45
CUST07085,42,Female,33700.0,Dry,2.0,0.08,110.0,0,36-45
CUST04253,37,Female,47100.0,Oily,4.0,0.34,180.0,0,36-45
CUST09089,18,Male,51000.0,Sensitive,3.0,0.26,140.0,0,18-25
CUST07685,24,Male,19200.0,Oily,7.0,0.55,200.0,0,18-25
CUST08175,37,Female,26600.0,Normal,2.0,0.2,100.0,0,36-45
CUST02303,18,,43200.0,Dry,3.0,0.21,150.0,0,18-25
CUST02005,18,Male,73600.0,Oily,3.0,0.2,100.0,0,18-25
CUST05614,48,Female,33000.0,Combination,5.0,0.43,110.0,1,46-55
CUST08742,32,Female,26600.0,Sensitive,4.0,0.27,100.0,1,26-35
CUST01006,36,female,33800.0,Normal,4.0,0.32,140.0,0,36-45
CUST04490,28,Male,39400.0,Dry,3.0,0.27,110.0,1,26-35
CUST05508,19,Female,41300.0,Sensitive,2.0,0.18,100.0,0,18-25
CUST05468,48,Male,15000.0,Dry,3.0,0.3,110.0,0,46-55
CUST02752,28,Male,126400.0,Sensitive,6.0,0.43,280.0,1,26-35
CUST02133,28,Male,15000.0,Dry,6.0,0.46,130.0,1,26-35
CUST04304,25,Male,49500.0,Oily,,0.28,140.0,1,18-25
CUST02058,18,Male,33500.0,Dry,5.0,0.36,160.0,1,18-25
CUST02895,25,Female,134800.0,Sensitive,2.0,0.16,160.0,1,18-25
CUST00230,29,Male,123900.0,,3.0,0.29,220.0,1,26-35
CUST06002,31,Female,38900.0,Sensitive,1.0,0.1,100.0,0,26-35
CUST03003,54,Female,61800.0,Dry,5.0,0.34,230.0,0,46-55
CUST09285,48,Male,51700.0,Dry,6.0,0.57,210.0,1,46-55
CUST02475,22,Female,31900.0,Dry,6.0,0.46,,0,18-25
CUST05240,30,Male,43200.0,Sensitive,2.0,0.16,110.0,1,26-35
CUST08417,42,Male,36900.0,Normal,1.0,0.07,100.0,0,36-45
CUST00210,28,Male,45400.0,Sensitive,3.0,0.19,150.0,1,26-35
CUST05975,46,Male,104700.0,Oily,366.0,0.16,170.0,1,46-55
CUST04515,33,Male,27300.0,Sensitive,5.0,0.45,140.0,1,26-35
CUST02998,58,Female,35200.0,Normal,6.0,0.45,200.0,0,56+
CUST07959,39,Female,31000.0,Sensitive,2.0,0.19,100.0,1,36-45
CUST08207,20,Male,83900.0,Oily,4.0,0.29,140.0,1,18-25
CUST01729,33,Male,149200.0,Combination,6.0,0.58,340.0,1,26-35
CUST06361,44,Female,43700.0,Oily,2.0,0.18,100.0,1,36-45
CUST00338,35,Female,37400.0,Sensitive,2.0,0.1,110.0,0,26-35
CUST05028,30,Male,32400.0,Combination,3.0,0.19,120.0,1,26-35
CUST09256,18,Male,26300.0,Sensitive,0.0,0.0,100.0,0,18-25
CUST07310,29,Female,21700.0,Combination,4.0,0.35,150.0,1,26-35
CUST03783,22,Female,50400.0,Oily,2.0,0.14,100.0,0,18-25
CUST01227,40,Female,53400.0,Combination,,0.2,120.0,0,36-45
CUST03352,37,Male,17600.0,Normal,6.0,0.54,150.0,1,36-45
CUST08465,40,Female,25100.0,Normal,3.0,0.27,120.0,0,36-45
CUST03606,41,Female,59000.0,Normal,2.0,0.25,130.0,1,36-45
CUST08234,33,Female,62700.0,Dry,4.0,0.36,200.0,1,26-35
CUST02112,37,,45900.0,Dry,5.0,0.36,150.0,0,36-45
CUST09933,29,Female,93500.0,Combination,1.0,0.18,110.0,1,26-35
CUST06388,18,Female,58000.0,Sensitive,2.0,0.16,100.0,0,18-25
CUST09420,37,Male,,Dry,,0.29,150.0,1,36-45
CUST01018,29,Male,30900.0,Sensitive,2.0,0.04,100.0,0,26-35
CUST05874,32,Male,37500.0,Sensitive,5.0,0.33,160.0,0,26-35
CUST08030,33,Female,35000.0,Oily,5.0,0.36,160.0,1,26-35
CUST05059,33,Male,,Sensitive,7.0,0.58,270.0,0,26-35
CUST01929,42,Female,27800.0,Combination,,0.1,100.0,0,36-45
CUST00351,36,Female,149500.0,Oily,1.0,0.06,220.0,0,36-45
CUST09960,18,Male,79200.0,Normal,7.0,0.53,220.0,0,18-25
CUST04231,45,Male,36700.0,Oily,5.0,0.46,130.0,0,36-45
CUST01935,18,Female,28000.0,Oily,4.0,0.29,140.0,1,18-25
CUST06962,51,Male,43200.0,Combination,4.0,0.33,110.0,0,46-55
CUST07787,30,Male,54300.0,Dry,4.0,0.25,150.0,0,26-35
CUST00565,42,Male,30200.0,Normal,2.0,0.16,100.0,0,36-45
CUST01583,38,Male,25300.0,Combination,3.0,0.3,100.0,1,36-45
CUST08824,31,Female,52700.0,Normal,4.0,0.26,190.0,0,26-35
CUST02176,33,Male,53800.0,Normal,2.0,0.15,100.0,1,26-35
CUST09295,20,Male,45900.0,Dry,7.0,0.61,240.0,1,18-25
CUST04081,44,Male,40800.0,Oily,5.0,0.37,190.0,0,36-45
CUST02229,56,Female,50900.0,Combination,2.0,0.11,110.0,0,56+
CUST01116,33,Male,60400.0,Dry,4.0,0.41,140.0,1,26-35
CUST03774,38,Male,38900.0,Sensitive,1.0,-0.0,100.0,1,36-45
CUST02616,25,Male,28800.0,Dry,9.0,0.79,340.0,0,18-25
CUST05093,18,Female,50600.0,Combination,3.0,0.31,120.0,0,18-25
CUST08407,33,Female,19800.0,Sensitive,3.0,0.33,100.0,0,26-35
CUST07539,18,Male,30500.0,Oily,5.0,0.47,170.0,0,18-25
CUST00822,48,Male,17900.0,Dry,1.0,0.1,100.0,1,46-55
CUST07387,40,Female,41100.0,Combination,4.0,0.48,110.0,1,36-45
CUST02273,39,Male,33400.0,Combination,5.0,0.41,180.0,1,36-45
CUST05594,36,Male,41500.0,Normal,7.0,0.54,170.0,1,36-45
CUST00082,25,Male,97000.0,Dry,3.0,0.17,200.0,1,18-25
CUST01324,18,Male,46100.0,Combination,1.0,0.05,100.0,1,18-25
CUST04072,30,Female,43500.0,Oily,3.0,0.19,170.0,0,26-35
CUST01615,25,Female,61100.0,Normal,4.0,0.29,170.0,0,18-25
CUST00832,49,Female,34700.0,Combination,4.0,0.31,110.0,0,46-55
CUST03956,18,Male,59400.0,Oily,4.0,0.34,220.0,1,18-25
CUST06514,30,Male,59000.0,Dry,1.0,0.06,100.0,1,26-35
CUST02421,18,Female,31000.0,Combination,3.0,0.32,130.0,1,18-25
CUST04504,41,Female,,Oily,5.0,0.38,210.0,0,36-45
CUST02448,27,Female,56800.0,Combination,4.0,0.28,130.0,0,26-35
CUST05206,29,Male,22500.0,Oily,2.0,0.1,100.0,1,26-35
CUST01650,24,Male,44800.0,Combination,4.0,0.32,180.0,0,18-25
CUST04120,24,Female,44700.0,Normal,4.0,0.27,,1,18-25
CUST04555,52,Female,59000.0,Normal,3.0,0.24,130.0,0,46-55
CUST09228,23,Male,41600.0,Sensitive,3.0,0.19,160.0,0,18-25
CUST02603,31,Male,40700.0,Combination,1.0,0.05,100.0,1,26-35
CUST06780,49,Male,39200.0,Normal,2.0,0.21,120.0,0,46-55
CUST07205,26,Female,38000.0,Normal,5.0,0.41,130.0,1,26-35
CUST09254,39,Male,26900.0,Dry,,0.14,100.0,0,36-45
CUST05968,31,Female,72100.0,,3.0,0.23,170.0,1,26-35
CUST09042,46,Female,45700.0,Sensitive,4.0,0.28,140.0,0,46-55
CUST02458,25,Female,46000.0,Sensitive,3.0,0.16,100.0,0,18-25
CUST00750,22,Female,84800.0,Oily,4.0,0.35,210.0,0,18-25
CUST05492,18,Female,75300.0,Oily,4.0,0.37,210.0,0,18-25
CUST02374,50,Male,58200.0,Oily,1.0,0.08,100.0,0,46-55
CUST07998,18,Female,59800.0,Oily,3.0,0.21,130.0,1,18-25
CUST09123,25,Female,33600.0,Dry,3.0,0.18,150.0,0,18-25
CUST08294,34,Female,30000.0,Normal,3.0,0.25,120.0,0,26-35
CUST02485,31,Female,36200.0,Dry,1.0,0.12,100.0,0,26-35
CUST08406,40,Male,33200.0,Dry,4.0,0.4,140.0,0,36-45
CUST05345,31,Male,68400.0,Dry,2.0,0.2,130.0,1,26-35
CUST04354,18,Female,,Sensitive,10.0,0.84,300.0,1,18-25
CUST04191,43,Female,35600.0,Combination,5.0,0.44,120.0,1,36-45
CUST09948,28,Male,41600.0,Combination,3.0,0.28,100.0,1,26-35
CUST01140,32,Male,69600.0,Combination,6.0,0.45,160.0,1,26-35
CUST08794,36,Female,30900.0,Normal,2.0,0.23,100.0,0,36-45
CUST02232,20,Male,,Combination,3.0,0.27,160.0,0,18-25
CUST02165,39,Female,49700.0,Normal,4.0,0.36,130.0,0,36-45
CUST03012,28,Male,54500.0,Dry,6.0,0.57,170.0,0,26-35
CUST06459,28,Male,48800.0,Oily,3.0,0.3,130.0,1,26-35
CUST05863,21,Female,65400.0,Dry,4.0,0.3,140.0,0,18-25
CUST02517,32,Male,19100.0,Combination,6.0,0.52,250.0,1,26-35
CUST01571,32,Male,80400.0,Combination,3.0,0.27,160.0,1,26-35
CUST00173,27,Male,82200.0,Normal,,0.16,200.0,1,26-35
CUST07225,23,Male,37300.0,Combination,6.0,0.48,210.0,0,18-25
CUST02088,27,Female,61400.0,,6.0,0.53,260.0,1,26-35
CUST04029,30,Female,49600.0,Dry,5.0,0.45,140.0,0,26-35
CUST08031,38,Female,36400.0,Oily,4.0,0.31,110.0,1,36-45
CUST07151,27,Female,36600.0,,4.0,0.38,140.0,0,26-35
CUST06393,36,Female,26800.0,Dry,1.0,0.12,100.0,0,36-45
CUST09077,20,Female,45500.0,Oily,3.0,0.26,100.0,0,18-25
CUST02725,26,Male,,Dry,4.0,0.3,200.0,0,26-35
CUST01833,20,Female,29100.0,Combination,6.0,0.52,250.0,1,18-25
CUST05154,47,Female,15000.0,Oily,5.0,0.42,190.0,0,46-55
CUST09528,26,Female,41200.0,Normal,4.0,0.4,100.0,1,26-35
CUST05273,25,Male,59700.0,Normal,5.0,0.51,150.0,1,18-25
CUST03724,42,Female,33600.0,Normal,6.0,0.57,240.0,1,36-45
CUST09078,26,Male,72700.0,Normal,4.0,0.35,140.0,1,26-35
CUST05649,18,Female,41600.0,Dry,4.0,0.32,110.0,0,18-25
CUST05101,22,Female,37900.0,Sensitive,7.0,0.55,150.0,0,18-25
CUST00835,24,Female,44500.0,Combination,4.0,0.4,130.0,0,18-25
CUST02487,33,Female,83500.0,Dry,3.0,0.28,140.0,1,26-35
CUST06881,18,Female,92100.0,Combination,4.0,0.26,170.0,0,18-25
CUST09104,34,Male,37800.0,Combination,5.0,0.34,200.0,0,26-35
CUST09031,33,Female,,Sensitive,5.0,0.39,220.0,0,26-35
CUST04743,31,Female,44800.0,Combination,7.0,0.61,240.0,0,26-35
CUST05301,24,Male,44500.0,Dry,2.0,0.1,100.0,1,18-25
CUST00066,41,Male,70300.0,Sensitive,3.0,0.2,150.0,0,36-45
CUST09512,20,Male,,Dry,1.0,0.03,100.0,0,18-25
CUST07654,31,Male,21300.0,Oily,5.0,0.41,210.0,1,26-35
CUST06497,32,Female,43200.0,Combination,3.0,0.21,140.0,1,26-35
CUST00355,44,Female,116300.0,Oily,6.0,0.53,210.0,1,36-45
CUST05731,18,Female,,Normal,4.0,0.28,150.0,0,18-25
CUST04101,38,Female,74100.0,Oily,5.0,0.35,260.0,1,36-45
CUST06183,18,Female,48500.0,Combination,,0.35,100.0,0,18-25
CUST05472,27,Female,51200.0,Dry,3.0,0.26,160.0,0,26-35
CUST06798,36,Female,19000.0,Dry,4.0,0.3,100.0,0,36-45
CUST08636,34,Female,80600.0,Oily,2.0,0.24,130.0,1,26-35
CUST04166,35,Male,83300.0,Oily,6.0,0.49,260.0,1,26-35
CUST09929,32,Female,63100.0,Combination,4.0,0.29,220.0,1,26-35
CUST09448,26,Male,20500.0,Normal,,0.39,200.0,0,26-35
CUST09150,35,Male,,Combination,4.0,0.38,110.0,1,26-35
CUST00473,29,Male,121900.0,Combination,2.0,0.2,140.0,1,26-35
CUST06427,43,Female,48900.0,Sensitive,3.0,0.26,,0,36-45
CUST07439,24,Female,26700.0,Combination,6.0,0.47,,1,18-25
CUST02532,38,Female,64800.0,Combination,2.0,0.19,100.0,1,36-45
CUST02803,42,Male,69000.0,Combination,3.0,0.23,130.0,0,36-45
CUST00869,26,Male,37900.0,Normal,1.0,0.08,100.0,0,26-35
CUST08739,26,Female,36600.0,Combination,2.0,0.21,100.0,1,26-35
CUST07350,39,Female,60700.0,Dry,2.0,0.2,120.0,1,36-45
CUST01507,18,Female,31000.0,Dry,3.0,0.19,,0,18-25
CUST09238,40,Male,24000.0,Dry,5.0,0.39,180.0,0,36-45
CUST09765,42,Male,17400.0,Sensitive,3.0,0.25,100.0,0,36-45
CUST02698,34,Female,57600.0,Combination,4.0,0.28,190.0,1,26-35
CUST09368,47,Male,51200.0,Normal,7.0,0.57,290.0,0,46-55
CUST05689,39,Female,42300.0,Dry,5.0,0.45,240.0,1,36-45
CUST08709,27,Female,45200.0,Sensitive,5.0,0.33,230.0,1,26-35
CUST06540,28,Female,40000.0,Normal,6.0,0.43,160.0,0,26-35
CUST01076,34,Female,38600.0,Combination,4.0,0.36,130.0,0,26-35
CUST06374,33,Female,71600.0,,3.0,0.28,140.0,0,26-35
CUST06811,36,Male,23400.0,Dry,5.0,0.39,110.0,0,36-45
CUST05991,18,Female,22200.0,Dry,5.0,0.42,190.0,1,18-25
CUST05291,37,Male,,Dry,2.0,0.24,110.0,0,36-45
CUST04801,32,Male,52300.0,Sensitive,4.0,0.36,120.0,1,26-35
CUST04851,28,Female,58600.0,Normal,0.0,-0.0,100.0,1,26-35
CUST07087,24,Female,25800.0,Oily,3.0,0.34,140.0,0,18-25
CUST05956,33,Female,45300.0,Sensitive,2.0,0.18,120.0,0,26-35
CUST07223,38,Male,39100.0,Combination,1.0,0.06,100.0,1,36-45
CUST00074,37,Female,15300.0,Normal,2.0,0.18,100.0,1,36-45
CUST04103,23,Female,110700.0,Combination,4.0,0.3,240.0,1,18-25
CUST04415,30,Male,22600.0,Combination,1.0,0.15,100.0,1,26-35
CUST06757,27,Female,53200.0,Oily,4.0,0.39,150.0,1,26-35
CUST04429,30,Male,33600.0,Oily,5.0,0.4,230.0,0,26-35
CUST01102,39,Female,27200.0,Normal,4.0,0.32,110.0,0,36-45
CUST09577,39,Female,38100.0,Dry,1.0,0.09,100.0,1,36-45
CUST07719,31,Female,41300.0,Dry,7.0,0.62,270.0,1,26-35
CUST02772,38,Female,36200.0,Oily,3.0,0.29,100.0,1,36-45
CUST04776,40,Female,120200.0,Combination,4.0,0.28,190.0,1,36-45
CUST00119,50,Female,35300.0,Combination,4.0,0.42,160.0,1,46-55
CUST02023,33,Male,84700.0,Oily,7.0,0.61,280.0,1,26-35
CUST09925,42,Female,49200.0,Normal,4.0,0.26,180.0,1,36-45
CUST02593,37,Male,67400.0,Oily,2.0,0.11,160.0,1,36-45
CUST02035,33,Female,47900.0,Normal,1.0,0.06,100.0,0,26-35
CUST03509,38,Male,19200.0,Combination,1.0,0.15,100.0,0,36-45
CUST09385,42,Female,34200.0,Dry,3.0,0.18,130.0,0,36-45
CUST03609,41,Male,45600.0,Dry,4.0,0.36,130.0,1,36-45
CUST01220,47,Female,40800.0,Normal,5.0,0.36,240.0,1,46-55
CUST06373,27,Male,27300.0,Combination,6.0,0.54,260.0,1,26-35
CUST04202,18,Male,30900.0,Normal,6.0,0.45,120.0,1,18-25
CUST02949,40,Female,17600.0,Normal,6.0,0.53,140.0,1,36-45
CUST03471,18,Female,25600.0,,4.0,0.39,120.0,1,18-25
CUST02511,25,Male,35300.0,Dry,5.0,0.35,210.0,1,18-25
CUST03754,40,Male,23300.0,Normal,3.0,0.2,130.0,0,36-45
CUST06841,52,Female,31500.0,Oily,3.0,0.23,100.0,0,46-55
CUST04529,24,Female,31500.0,Combination,6.0,0.51,270.0,1,18-25
CUST09261,38,Male,96300.0,Combination,2.0,0.13,160.0,0,36-45
CUST04012,35,Male,30500.0,Sensitive,3.0,0.29,100.0,0,26-35
CUST00178,34,Female,52700.0,Sensitive,6.0,0.49,160.0,0,26-35
CUST01644,39,Female,78400.0,Oily,5.0,0.47,,1,36-45
CUST09330,34,Female,46700.0,Oily,3.0,0.3,120.0,1,26-35
CUST02969,54,Female,28400.0,Dry,3.0,0.27,100.0,0,46-55
CUST01375,32,Female,,Oily,3.0,0.3,110.0,1,26-35
CUST01721,44,Male,20600.0,Oily,6.0,0.44,170.0,0,36-45
CUST09631,40,Male,39600.0,Normal,5.0,0.46,160.0,0,36-45
CUST07783,30,,24400.0,Normal,4.0,0.37,130.0,1,26-35
CUST02265,37,Female,31500.0,Oily,3.0,0.23,,1,36-45
CUST00088,32,Female,56300.0,Combination,8.0,0.7,370.0,1,26-35
CUST05768,50,Female,118500.0,Normal,9.0,0.74,300.0,0,46-55
CUST08725,43,Male,45600.0,Oily,4.0,0.31,160.0,1,36-45
CUST00404,28,Male,43300.0,Combination,4.0,0.34,210.0,1,26-35
CUST09987,41,Female,70900.0,Normal,3.0,0.2,150.0,1,36-45
CUST05875,18,Male,27200.0,Dry,4.0,0.29,150.0,1,18-25
CUST00322,30,Male,,Oily,3.0,0.25,100.0,1,26-35
CUST06595,25,Male,28400.0,Oily,3.0,0.28,120.0,1,18-25
CUST02457,43,Female,43400.0,Combination,3.0,0.28,,0,36-45
CUST09172,30,Male,25500.0,Combination,4.0,0.27,140.0,1,26-35
CUST02215,22,Male,60400.0,Combination,4.0,0.32,240.0,1,18-25
CUST01028,32,Male,51300.0,Combination,0.0,0.0,100.0,0,26-35
CUST09743,19,Male,26000.0,Normal,5.0,0.48,130.0,1,18-25
CUST01422,30,Male,65200.0,Combination,3.0,0.27,120.0,1,26-35
CUST02437,21,Female,65700.0,Oily,4.0,0.35,110.0,1,18-25
CUST09716,41,Male,78000.0,Normal,5.0,0.44,210.0,0,36-45
CUST09125,21,Male,53600.0,Sensitive,7.0,0.56,300.0,1,18-25
CUST01279,36,Male,35800.0,Dry,5.0,0.4,120.0,1,36-45
CUST03549,24,Male,92000.0,Normal,7.0,0.66,230.0,1,18-25
CUST04951,44,Male,115600.0,Combination,7.0,0.63,250.0,1,36-45
CUST07316,32,Female,33300.0,Combination,6.0,0.43,160.0,1,26-35
CUST08449,18,Female,,Sensitive,4.0,0.39,140.0,0,18-25
CUST01979,49,Male,20800.0,Dry,6.0,0.57,260.0,0,46-55
CUST01062,48,Male,64700.0,Dry,3.0,0.19,100.0,1,46-55
CUST04380,18,Female,47000.0,Oily,2.0,0.1,110.0,0,18-25
CUST04575,43,Female,45400.0,Combination,6.0,0.52,250.0,1,36-45
CUST07055,42,,66400.0,Sensitive,3.0,0.31,140.0,1,36-45
CUST04773,28,Female,31600.0,Normal,6.0,0.53,140.0,0,26-35
CUST01503,47,Male,22400.0,Combination,4.0,0.35,100.0,1,46-55
CUST08606,20,Female,51600.0,Oily,1.0,0.16,,1,18-25
CUST07579,47,Female,18700.0,Normal,5.0,0.37,190.0,1,46-55
CUST07572,39,Male,61300.0,Combination,3.0,0.27,180.0,1,36-45
CUST04162,18,Female,71500.0,,2.0,0.13,160.0,1,18-25
CUST04962,39,Male,46100.0,Sensitive,2.0,0.28,100.0,0,36-45
CUST00679,36,Male,49400.0,Sensitive,2.0,0.15,100.0,0,36-45
CUST06465,33,Male,27500.0,Combination,6.0,0.49,190.0,1,26-35
CUST06622,20,Female,40200.0,Dry,3.0,0.23,100.0,1,18-25
CUST05938,40,Female,36100.0,Dry,2.0,0.12,100.0,0,36-45
CUST07632,18,Male,39900.0,Sensitive,0.0,0.0,100.0,0,18-25
CUST00103,28,Male,30700.0,Oily,4.0,0.37,160.0,1,26-35
CUST00958,57,Female,16300.0,Combination,5.0,0.43,140.0,0,56+
CUST09656,18,Female,46900.0,Normal,4.0,0.36,130.0,0,18-25
CUST03856,18,Female,63800.0,Normal,3.0,0.32,120.0,0,18-25
CUST05741,40,Female,30600.0,Sensitive,6.0,0.51,,0,36-45
CUST07235,36,Male,43900.0,Normal,5.0,0.47,160.0,1,36-45
CUST02751,36,Female,,Dry,2.0,0.1,100.0,1,36-45
CUST09161,24,Female,,Oily,3.0,0.27,100.0,1,18-25
CUST06054,54,Female,37900.0,Oily,5.0,0.34,140.0,0,46-55
CUST05939,35,Female,20700.0,Combination,6.0,0.55,250.0,0,26-35
CUST08787,50,Male,38700.0,Combination,1.0,0.1,100.0,0,46-55
CUST08337,45,Male,50200.0,Combination,,0.15,100.0,1,36-45
CUST00419,31,M,56100.0,,0.0,0.12,100.0,1,26-35
CUST04880,20,Male,84000.0,Normal,5.0,0.43,250.0,1,18-25
CUST09449,23,Female,,Oily,7.0,0.56,250.0,1,18-25
CUST03045,34,Female,22800.0,Normal,4.0,0.33,130.0,0,26-35
CUST01948,22,Male,37300.0,Oily,1.0,0.09,100.0,0,18-25
CUST06872,45,Female,33200.0,Combination,4.0,0.34,140.0,1,36-45
CUST02300,29,Female,24300.0,Dry,10.0,0.9,170.0,1,26-35
CUST06070,21,Female,15000.0,Dry,5.0,0.33,190.0,0,18-25
CUST04422,40,Female,43500.0,Dry,8.0,0.72,310.0,1,36-45
CUST08085,30,Female,,Combination,1.0,0.09,100.0,1,26-35
CUST05413,26,Female,,Sensitive,3.0,0.26,100.0,1,26-35
CUST03330,29,Female,50200.0,Oily,5.0,0.53,190.0,1,26-35
CUST04330,18,Male,18200.0,Combination,8.0,0.63,270.0,1,18-25
CUST00529,35,Female,46300.0,Combination,363.0,0.12,120.0,1,26-35
CUST01234,33,Female,84000.0,Oily,3.0,0.27,130.0,1,26-35
CUST00780,18,,44800.0,Oily,4.0,0.41,150.0,1,18-25
CUST05606,18,Male,96000.0,Normal,6.0,0.51,260.0,0,18-25
CUST03326,35,Male,45700.0,Dry,4.0,0.35,160.0,1,26-35
CUST03022,49,Female,41100.0,Combination,4.0,0.26,200.0,0,46-55
CUST01861,39,Female,33500.0,Normal,5.0,0.43,,1,36-45
CUST08474,49,Female,52100.0,Sensitive,6.0,0.52,250.0,0,46-55
CUST07466,37,Female,37700.0,Oily,1.0,-0.0,100.0,1,36-45
CUST05799,23,Female,27600.0,Normal,2.0,0.15,100.0,0,18-25
CUST02651,20,Male,39600.0,Combination,4.0,0.31,160.0,1,18-25
CUST01993,35,Female,38000.0,Sensitive,,0.47,110.0,0,26-35
CUST05454,21,Female,53400.0,Normal,2.0,0.18,110.0,1,18-25
