Id,sex,age_group,status,tenure,total,region,income,purchased,quantity
2304,Female,26-35,Active,11.0,350.0,North,32900.0,1,2
3847,Female,46-55,Active,119.0,2070.0,West,31600.0,1,7
1021,Female,26-35,Active,69.0,1850.0,South,44900.0,1,3
706,Female,36-45,Inactive,79.0,1300.0,North,18200.0,0,4
6259,Female,46-55,Inactive,119.0,1990.0,West,30600.0,0,8
6885,Female,36-45,New,63.0,2390.0,North,55900.0,1,6
2955,Female,46-55,Active,86.0,2190.0,West,48700.0,1,6
7455,Female,26-35,Active,11.0,740.0,North,75300.0,1,2
909,Male,46-55,New,111.0,3570.0,West,75800.0,0,7
6081,Male,18-25,New,87.0,2250.0,East,26300.0,1,8
3048,Female,36-45,Active,61.0,3370.0,South,61100.0,0,2
6740,Male,46-55,New,5.0,190.0,West,44700.0,0,1
595,Male,46-55,Active,3.0,60.0,South,31200.0,0,1
4713,Female,46-55,Active,54.0,2680.0,South,64400.0,1,2
441,Female,26-35,Inactive,,1730.0,West,,1,9
5459,Male,26-35,Active,51.0,1550.0,West,53600.0,1,4
4211,Female,46-55,Active,11.0,360.0,North,45700.0,1,0
8984,Female,18-25,Active,51.0,970.0,North,34900.0,1,7
11,Male,36-45,Active,71.0,1270.0,North,33100.0,1,5
9040,Male,46-55,Active,2.0,70.0,East,64500.0,0,1
5609,Male,18-25,Inactive,108.0,1760.0,West,25800.0,0,6
5247,Female,46-55,Active,16.0,280.0,West,41100.0,0,2
9341,Male,36-45,Active,55.0,1390.0,East,37400.0,1,4
94,Male,36-45,New,15.0,820.0,East,66500.0,1,2
9676,Male,18-25,Active,34.0,320.0,South,15000.0,1,1
5837,Female,18-25,Active,49.0,1280.0,North,37700.0,0,6
7499,Female,18-25,Active,68.0,1700.0,North,34400.0,1,6
6827,Male,36-45,Inactive,111.0,,East,25200.0,0,9
4844,Male,36-45,Active,41.0,2090.0,West,59500.0,1,3
8159,Male,56+,Active,38.0,1280.0,South,38900.0,0,5
293,Female,46-55,Active,25.0,550.0,West,31900.0,0,2
7954,Male,26-35,Active,84.0,1770.0,West,51100.0,1,6
4583,Female,26-35,Active,93.0,2010.0,North,39700.0,1,6
7325,Female,26-35,Inactive,108.0,3170.0,South,31100.0,1,0
5919,Female,18-25,Inactive,45.0,570.0,North,17700.0,0,1
7131,Female,56+,Inactive,113.0,,North,31700.0,0,6
5265,Male,18-25,Active,113.0,1450.0,West,22600.0,1,9
6623,Male,36-45,Inactive,77.0,,North,43700.0,1,6
2887,Male,26-35,New,52.0,1260.0,South,37500.0,1,3
3394,Male,18-25,New,18.0,560.0,North,37600.0,0,1
5290,Female,26-35,Inactive,7.0,60.0,South,15400.0,0,1
2406,Male,36-45,Active,110.0,1470.0,South,21500.0,1,9
4588,Female,26-35,New,26.0,360.0,East,22200.0,1,1
5429,Female,18-25,New,106.0,2200.0,East,28400.0,0,8
8392,Male,26-35,Active,116.0,3050.0,North,33300.0,1,10
5282,Male,18-25,Inactive,1.0,20.0,East,29600.0,0,2
4922,Male,46-55,New,97.0,1120.0,West,20300.0,0,4
8439,Female,18-25,Inactive,91.0,1430.0,South,,0,6
2589,Female,26-35,Active,62.0,810.0,West,34300.0,1,3
8377,Female,36-45,Active,101.0,3580.0,North,38400.0,1,3
3483,Female,26-35,Inactive,96.0,850.0,North,20400.0,0,7
9553,Female,36-45,New,78.0,1790.0,West,44200.0,0,8
6886,Female,26-35,Inactive,72.0,1120.0,West,22000.0,0,2
8277,Male,26-35,Active,8.0,260.0,South,78800.0,0,1
3195,Female,26-35,Active,15.0,260.0,South,25600.0,1,5
6812,Male,56+,Active,86.0,3050.0,West,50300.0,1,0
1356,Male,18-25,New,114.0,4240.0,South,42600.0,1,10
6311,Male,36-45,Active,15.0,450.0,South,67500.0,0,0
3603,Female,26-35,Active,81.0,,North,40200.0,0,3
5688,Male,26-35,Inactive,56.0,2350.0,South,57700.0,1,2
8400,Female,26-35,Active,11.0,230.0,West,24400.0,1,1
6718,Female,26-35,New,65.0,2610.0,North,60700.0,1,6
9396,Female,36-45,Inactive,91.0,1250.0,North,17500.0,1,11
9812,Male,56+,Active,93.0,1030.0,East,28200.0,1,8
3282,Male,18-25,Active,15.0,300.0,North,33400.0,0,2
7059,Female,26-35,Active,11.0,220.0,North,40100.0,0,2
5596,Female,18-25,New,64.0,2220.0,East,44400.0,0,7
5821,Female,46-55,Active,85.0,1100.0,East,25900.0,1,9
1531,Male,36-45,Inactive,40.0,,South,15000.0,1,3
5886,Male,36-45,New,28.0,660.0,East,39300.0,0,2
3778,Male,46-55,Active,95.0,1900.0,West,25200.0,0,2
8137,Female,26-35,Active,98.0,4830.0,West,90500.0,1,7
6606,Male,18-25,Active,90.0,2530.0,South,52400.0,0,8
5842,Male,36-45,Active,68.0,1260.0,West,19200.0,0,11
7780,Female,26-35,Inactive,2.0,190.0,North,98100.0,0,0
3066,Male,18-25,Active,50.0,1000.0,West,21400.0,0,5
8197,Female,18-25,Active,73.0,3130.0,East,50500.0,1,6
701,Male,46-55,Inactive,38.0,1240.0,East,37000.0,1,5
3938,Female,26-35,Active,88.0,1330.0,South,33300.0,1,10
8300,Male,18-25,Active,87.0,3950.0,South,71300.0,1,10
7763,Male,56+,Inactive,83.0,1650.0,North,35200.0,0,6
9686,Male,18-25,New,80.0,1850.0,South,39300.0,0,12
2040,Female,36-45,Inactive,20.0,710.0,West,39100.0,0,0
7615,Male,26-35,Inactive,96.0,3800.0,North,43800.0,0,7
4218,Male,36-45,Active,75.0,2100.0,East,31300.0,1,1
9911,Male,18-25,New,54.0,3330.0,North,68100.0,0,4
3046,Female,46-55,Inactive,108.0,,East,45700.0,1,9
3861,Female,26-35,New,65.0,2220.0,,,0,3
3474,Male,18-25,Inactive,49.0,800.0,South,30300.0,0,4
5350,Male,26-35,Inactive,18.0,570.0,West,38600.0,0,3
3616,Female,18-25,Active,96.0,1900.0,West,32300.0,1,6
6410,Male,26-35,Active,13.0,460.0,West,66100.0,1,0
1747,Female,26-35,Active,67.0,840.0,North,31900.0,1,4
7815,Female,46-55,Active,119.0,2920.0,West,38300.0,1,10
5683,Male,18-25,Active,35.0,1300.0,West,49700.0,0,3
4602,Female,46-55,New,2.0,20.0,South,18300.0,1,4
7253,Female,56+,Active,21.0,730.0,West,36100.0,1,2
2710,Female,26-35,Active,119.0,2180.0,West,24100.0,0,6
3078,Female,46-55,Inactive,19.0,550.0,,69500.0,1,3
8850,Female,18-25,Active,29.0,790.0,South,30800.0,0,5
9759,Male,36-45,Inactive,119.0,940.0,North,16600.0,1,5
4085,Female,36-45,Active,18.0,690.0,North,84500.0,1,2
7803,Male,26-35,Active,71.0,1260.0,East,24500.0,1,5
604,Female,46-55,Inactive,86.0,2820.0,South,42100.0,0,5
7779,Male,18-25,New,107.0,2800.0,East,51700.0,1,5
6624,Male,36-45,Inactive,,4130.0,East,66000.0,1,7
394,Female,36-45,Active,86.0,920.0,West,26500.0,1,4
5194,Female,26-35,Inactive,43.0,520.0,East,22600.0,1,3
4008,Male,56+,Inactive,112.0,5780.0,North,59300.0,0,9
9029,Male,18-25,Active,17.0,1640.0,South,133200.0,1,3
6831,Female,26-35,Active,21.0,560.0,North,34100.0,1,0
96,Female,36-45,New,117.0,3400.0,North,67200.0,0,13
3439,Male,26-35,Active,77.0,1910.0,East,56000.0,1,7
9997,Male,36-45,Active,109.0,2890.0,West,42900.0,1,12
5453,Female,46-55,Active,25.0,840.0,East,45700.0,0,2
5962,Male,36-45,Inactive,5.0,270.0,West,61900.0,0,2
4899,Female,18-25,Active,62.0,,North,34600.0,1,3
9616,Male,26-35,Active,62.0,2990.0,East,59200.0,0,3
6999,Female,18-25,New,12.0,660.0,East,,0,0
9003,Female,56+,Active,94.0,2200.0,East,28900.0,1,6
6935,Female,36-45,New,30.0,1380.0,South,54700.0,1,2
2407,Female,36-45,Active,15.0,180.0,North,29200.0,1,0
5401,Female,26-35,Active,69.0,1670.0,North,36300.0,1,5
8093,Male,26-35,Active,102.0,2670.0,West,46300.0,1,12
7335,Male,18-25,Inactive,19.0,300.0,North,39700.0,0,3
1808,Male,26-35,Active,95.0,2800.0,South,33800.0,0,8
9779,Female,18-25,Active,50.0,1570.0,South,50300.0,1,6
4839,Male,36-45,Active,35.0,1160.0,East,36200.0,1,5
7170,Male,18-25,Active,47.0,850.0,South,41400.0,0,2
7755,Male,26-35,Active,63.0,770.0,South,32400.0,1,3
5329,Male,36-45,New,69.0,2500.0,North,48200.0,1,3
3008,Male,26-35,Active,70.0,2140.0,West,39600.0,1,3
7738,Male,36-45,Active,88.0,3040.0,South,60700.0,1,6
6508,Male,18-25,Active,35.0,910.0,North,,1,3
8996,Female,46-55,Active,2.0,60.0,West,31900.0,1,0
4687,Male,26-35,Active,32.0,480.0,West,21200.0,1,3
8664,Female,36-45,New,116.0,2870.0,North,27600.0,1,4
5027,Male,26-35,Inactive,36.0,810.0,West,32100.0,0,5
3400,Female,18-25,Active,22.0,640.0,North,32600.0,1,3
20,Female,36-45,Active,102.0,4330.0,West,53900.0,1,9
9912,Female,26-35,Active,57.0,2290.0,North,41800.0,1,3
2936,Female,26-35,Active,114.0,3850.0,East,45400.0,1,9
5456,Female,56+,Active,28.0,730.0,North,26100.0,0,2
2743,Male,18-25,Inactive,119.0,1920.0,South,34600.0,0,7
8266,Female,36-45,Active,44.0,610.0,West,30500.0,1,3
6481,Female,46-55,Active,54.0,1400.0,North,52900.0,0,6
810,Female,56+,New,85.0,1800.0,North,30700.0,0,8
5709,Male,26-35,Active,33.0,1420.0,West,47200.0,1,5
2302,Female,26-35,New,27.0,510.0,East,29100.0,0,2
3449,Male,46-55,Active,90.0,1290.0,South,17900.0,0,4
5136,Female,36-45,Active,80.0,2360.0,North,46800.0,1,11
8019,Male,36-45,New,112.0,3140.0,West,35400.0,1,9
7582,Female,56+,Active,34.0,1380.0,East,58300.0,1,3
1742,Male,26-35,Active,40.0,730.0,North,33100.0,1,4
1143,Female,36-45,Inactive,36.0,630.0,South,,1,7
5958,Male,36-45,Active,0.0,0.0,East,75500.0,0,2
4869,Male,36-45,New,33.0,1030.0,South,42500.0,0,2
2013,Male,46-55,Active,78.0,3480.0,,58100.0,1,3
8001,Female,18-25,Active,70.0,1250.0,North,27900.0,1,1
2222,Female,26-35,Active,98.0,3260.0,South,42700.0,1,10
2877,Male,46-55,New,116.0,4150.0,North,75900.0,0,5
8352,Female,46-55,Active,58.0,2210.0,West,57600.0,1,4
7525,Male,46-55,Inactive,,920.0,East,17700.0,0,4
8688,Male,36-45,Inactive,86.0,1640.0,North,37700.0,0,5
6664,Female,26-35,Active,80.0,1180.0,South,27900.0,0,5
6815,Female,46-55,Inactive,63.0,3530.0,North,68400.0,0,2
621,Female,26-35,Active,56.0,1380.0,South,49900.0,0,5
6071,Female,18-25,Inactive,33.0,370.0,South,19100.0,1,4
1902,Male,26-35,New,94.0,990.0,North,21700.0,1,11
2287,Female,36-45,Active,4.0,60.0,North,26500.0,1,0
5366,Female,46-55,Active,28.0,230.0,North,19300.0,1,5
1047,Male,46-55,Active,104.0,1730.0,South,22100.0,0,14
2885,Female,46-55,New,68.0,1280.0,East,25900.0,0,4
3207,Male,26-35,Active,40.0,1300.0,North,33100.0,1,2
6533,Female,46-55,Active,67.0,1400.0,North,26900.0,1,6
744,Male,46-55,New,11.0,330.0,East,50500.0,1,1
223,Female,36-45,Active,43.0,1000.0,West,37700.0,1,3
6180,Male,56+,Active,73.0,1220.0,North,37200.0,0,6
626,Male,36-45,New,60.0,470.0,East,15700.0,0,3
2956,Male,26-35,Active,89.0,3610.0,South,42500.0,0,9
6796,Female,36-45,Inactive,102.0,2340.0,South,25800.0,1,9
4623,Female,56+,New,19.0,200.0,South,21000.0,0,5
5229,Male,18-25,Inactive,12.0,430.0,South,41000.0,0,1
8381,Female,18-25,Active,38.0,890.0,North,36100.0,1,3
9336,Female,18-25,Inactive,59.0,2210.0,West,54900.0,0,5
3980,Female,46-55,Inactive,31.0,1500.0,East,76700.0,0,6
1569,Female,26-35,Active,8.0,190.0,South,52200.0,1,2
3456,Female,36-45,Active,94.0,1810.0,North,20000.0,1,13
354,Female,36-45,New,100.0,7990.0,West,110400.0,1,11
1786,Female,18-25,Inactive,37.0,1440.0,North,50500.0,0,3
8081,Male,46-55,New,28.0,430.0,South,35400.0,1,2
5054,Male,36-45,New,9.0,260.0,West,30400.0,0,0
8061,Female,36-45,Active,61.0,2310.0,South,44400.0,1,8
240,Male,26-35,Active,114.0,2930.0,East,49900.0,1,5
2665,Female,18-25,New,15.0,660.0,North,67200.0,0,1
8993,Male,36-45,Active,109.0,4550.0,South,,1,9
1852,Female,26-35,Active,33.0,340.0,East,18400.0,1,1
9766,Female,46-55,Active,68.0,1900.0,East,43000.0,1,9
3795,Female,26-35,Active,0.0,0.0,East,26200.0,1,0
9843,Male,56+,Inactive,61.0,710.0,East,29400.0,0,6
1442,Male,26-35,Active,41.0,1400.0,North,35800.0,1,0
3834,Female,46-55,New,38.0,750.0,South,31100.0,0,1
2689,Male,18-25,New,24.0,,North,49400.0,1,3
1019,Male,18-25,Active,57.0,2650.0,,83300.0,1,8
3147,Female,56+,Active,22.0,690.0,West,36300.0,0,2
6238,Female,26-35,Active,17.0,850.0,South,57400.0,1,3
1577,Female,26-35,Active,29.0,1390.0,South,55400.0,1,3
8529,Female,36-45,Active,85.0,1440.0,East,30500.0,1,7
1104,Female,36-45,New,67.0,1950.0,South,53400.0,0,8
8211,Male,18-25,Active,65.0,1230.0,South,34500.0,1,7
7226,Male,26-35,New,80.0,3190.0,,50500.0,1,2
2535,Female,26-35,Inactive,63.0,2880.0,East,60500.0,1,8
3382,Female,26-35,Inactive,34.0,1070.0,East,75700.0,1,4
4507,Male,46-55,Active,58.0,1180.0,East,27000.0,1,4
2109,Male,26-35,Active,96.0,4400.0,East,46900.0,0,7
8702,Female,36-45,Active,84.0,3150.0,North,56000.0,1,4
4113,Female,26-35,Inactive,36.0,1700.0,East,81700.0,0,6
8303,Male,18-25,Active,104.0,1610.0,South,33200.0,1,9
9276,Male,18-25,Active,3.0,100.0,West,46600.0,1,0
9825,Male,26-35,Active,44.0,1610.0,South,57200.0,1,2
2819,Male,26-35,Active,15.0,210.0,South,29100.0,1,1
6849,Male,18-25,Active,120.0,3600.0,East,37600.0,1,5
9384,Female,36-45,Active,105.0,1860.0,North,25800.0,1,13
9458,Male,56+,Inactive,3.0,140.0,East,45800.0,0,1
1600,Male,18-25,Inactive,103.0,2170.0,West,,1,4
218,Male,18-25,Active,86.0,4250.0,South,72400.0,1,9
2228,Male,26-35,Active,80.0,3450.0,South,68700.0,1,3
9590,Male,26-35,Active,31.0,1970.0,,97900.0,1,3
8457,Female,36-45,Inactive,60.0,1970.0,South,36600.0,0,7
1035,Male,46-55,Active,78.0,1900.0,East,34800.0,1,3
9981,Male,18-25,Active,15.0,660.0,West,60300.0,1,1
4044,Female,46-55,New,96.0,2390.0,North,,1,9
4449,Female,36-45,Inactive,36.0,680.0,East,41400.0,1,6
1684,Male,56+,Inactive,4.0,210.0,South,,0,2
2681,Female,56+,Active,91.0,5900.0,North,66900.0,1,9
907,Female,36-45,Inactive,19.0,260.0,South,15000.0,0,1
4462,Male,36-45,New,15.0,660.0,North,88600.0,1,1
7388,Male,36-45,Active,80.0,1740.0,West,22000.0,1,3
8861,Male,36-45,Active,116.0,3790.0,North,35900.0,1,7
6679,Male,46-55,New,16.0,560.0,West,39000.0,0,3
3769,Female,26-35,Active,109.0,2940.0,West,35500.0,1,3
4631,Male,18-25,Active,86.0,2820.0,South,62100.0,0,5
7973,Female,26-35,Inactive,81.0,2910.0,West,51700.0,0,6
5310,Male,26-35,Inactive,42.0,1620.0,East,65600.0,0,3
7808,Male,46-55,Active,13.0,780.0,West,63400.0,0,1
7809,Female,18-25,Active,73.0,2610.0,East,47200.0,0,8
8511,Male,36-45,Active,51.0,2460.0,South,,0,4
3750,Male,36-45,Active,17.0,,West,19800.0,0,5
7357,Female,36-45,Active,86.0,1040.0,South,18900.0,1,7
853,Female,36-45,Active,30.0,810.0,West,68300.0,1,4
6861,Male,46-55,Inactive,117.0,1440.0,,22200.0,1,4
3786,Female,36-45,Active,37.0,1310.0,North,45400.0,1,3
7629,Male,56+,Active,84.0,2740.0,East,34700.0,0,9
4376,Male,26-35,New,80.0,6170.0,South,115000.0,1,4
3150,Male,26-35,Active,7.0,400.0,East,70800.0,0,5
4976,Male,36-45,Inactive,117.0,2040.0,North,42700.0,0,9
5205,Male,18-25,Active,96.0,1850.0,West,26000.0,0,6
4937,Male,36-45,Active,,1540.0,East,35700.0,1,5
9186,Female,36-45,New,72.0,4440.0,West,85200.0,1,10
9438,Female,36-45,Active,79.0,1460.0,North,23400.0,0,4
748,Male,46-55,New,107.0,5690.0,East,66100.0,1,11
7263,Female,18-25,Active,118.0,6650.0,East,60500.0,1,6
348,Male,36-45,Inactive,40.0,1720.0,East,46700.0,1,3
9760,Male,36-45,Inactive,82.0,4320.0,North,62400.0,1,6
2909,Female,26-35,Active,62.0,2390.0,North,60600.0,1,4
9134,Female,36-45,Active,108.0,,West,31400.0,1,7
7016,Female,18-25,Active,58.0,1880.0,East,,0,5
1806,Female,36-45,Active,107.0,2720.0,North,26700.0,1,9
2771,Male,36-45,Active,54.0,2790.0,West,69300.0,1,9
9391,Female,26-35,Active,85.0,900.0,North,26100.0,1,6
4282,Male,18-25,Active,53.0,2090.0,East,,1,4
1374,Female,56+,New,13.0,390.0,North,35100.0,1,1
8754,Female,18-25,Active,72.0,1640.0,South,45900.0,1,2
3079,Female,36-45,Active,22.0,570.0,West,31800.0,0,1
7434,Male,26-35,Inactive,113.0,3970.0,East,74300.0,1,10
4873,Female,46-55,Active,43.0,1090.0,East,63300.0,1,5
2520,Male,18-25,Active,58.0,3460.0,North,60600.0,1,8
1759,Female,26-35,Active,35.0,660.0,South,26100.0,1,2
3460,Female,26-35,Inactive,27.0,630.0,North,42800.0,1,2
764,Male,46-55,Inactive,104.0,3560.0,North,37700.0,1,4
8275,Male,26-35,Active,109.0,2920.0,West,30400.0,0,11
9525,Male,46-55,Active,13.0,290.0,North,48200.0,0,3
8885,Female,26-35,Active,98.0,5520.0,South,65800.0,1,8
4229,Female,46-55,New,70.0,1040.0,South,28600.0,0,4
1223,Female,18-25,New,61.0,1910.0,North,31800.0,1,7
8865,Male,46-55,Inactive,50.0,2680.0,East,79400.0,0,5
4746,Male,46-55,Active,38.0,1580.0,North,43400.0,1,4
4280,Female,26-35,New,51.0,1390.0,West,43800.0,1,6
5551,Male,36-45,New,34.0,670.0,East,49100.0,0,2
8070,Female,26-35,Inactive,44.0,1200.0,East,51600.0,0,5
3853,Male,26-35,Active,26.0,490.0,North,26500.0,0,7
2190,Female,18-25,Active,103.0,4540.0,East,45900.0,1,11
709,Male,36-45,Inactive,38.0,,North,39000.0,0,3
510,Male,46-55,Active,3.0,70.0,South,,0,2
7359,Male,36-45,New,49.0,1340.0,South,40800.0,1,4
7601,Female,36-45,New,77.0,3310.0,East,47700.0,1,6
6395,Female,18-25,Active,61.0,1030.0,North,32200.0,1,9
4281,Male,26-35,New,106.0,2380.0,East,42400.0,1,7
9068,Female,46-55,Inactive,109.0,7670.0,North,70500.0,1,9
2361,Female,18-25,Active,19.0,400.0,North,26500.0,0,1
4246,Male,36-45,Active,99.0,4340.0,South,46900.0,0,11
6888,Male,46-55,Active,81.0,3760.0,East,55200.0,1,5
9914,Male,46-55,New,37.0,910.0,West,31400.0,0,3
4697,Male,18-25,Inactive,62.0,790.0,South,29000.0,1,9
3934,Male,26-35,Active,86.0,2570.0,North,63200.0,1,10
7839,Female,26-35,Active,67.0,1030.0,South,20400.0,0,2
712,Female,26-35,Active,64.0,2150.0,North,48700.0,1,10
6536,Male,18-25,New,30.0,,North,50000.0,1,3
9167,Female,46-55,New,48.0,1800.0,South,50100.0,1,4
3539,Male,26-35,Inactive,80.0,2940.0,East,72600.0,1,7
4673,Male,36-45,Active,6.0,150.0,North,29000.0,1,2
1373,Male,18-25,Inactive,106.0,1840.0,East,32800.0,1,7
713,Female,26-35,Active,,220.0,North,25800.0,1,1
2944,Male,46-55,Active,113.0,2610.0,North,44400.0,1,13
1246,Male,26-35,Active,59.0,1590.0,East,,0,2
5317,Male,36-45,New,,2300.0,,36600.0,0,7
3888,Female,46-55,Active,16.0,1450.0,North,,1,2
9650,Female,18-25,Active,26.0,340.0,South,30400.0,0,1
716,Male,26-35,New,2.0,20.0,North,24200.0,0,1
5808,Female,18-25,Active,50.0,760.0,South,21500.0,0,2
8697,Male,26-35,Active,75.0,2020.0,East,43700.0,1,6
5820,Male,36-45,Active,118.0,3440.0,North,47100.0,1,10
8841,Male,36-45,Inactive,69.0,1010.0,West,19800.0,0,6
3072,Female,18-25,Inactive,31.0,860.0,East,68500.0,0,6
7114,Female,46-55,Active,97.0,3100.0,North,45000.0,1,8
213,Male,18-25,New,21.0,340.0,South,22300.0,0,5
5095,Female,36-45,Active,45.0,850.0,West,19500.0,1,2
7189,Male,18-25,Active,18.0,320.0,South,20300.0,0,0
1011,Female,36-45,Active,38.0,630.0,East,30900.0,1,3
324,Female,36-45,Active,111.0,4150.0,South,51300.0,1,5
7431,Female,18-25,Active,2.0,100.0,North,56100.0,0,0
3904,Female,26-35,Inactive,43.0,1460.0,East,54300.0,0,2
9103,Female,36-45,Active,79.0,2790.0,South,74500.0,0,3
335,Male,18-25,New,63.0,720.0,South,19500.0,1,1
2546,Male,36-45,Active,114.0,2390.0,West,50900.0,1,10
2237,Male,36-45,Active,86.0,4680.0,North,133800.0,1,2
6537,Male,26-35,Inactive,41.0,760.0,North,21800.0,0,5
1884,Female,56+,Inactive,47.0,,North,27800.0,0,3
234,Female,26-35,Active,23.0,680.0,North,35600.0,1,1
2471,Male,36-45,New,96.0,,North,76100.0,1,5
3239,Male,26-35,Inactive,41.0,1110.0,South,30900.0,1,3
9154,Female,36-45,Active,41.0,1050.0,North,27600.0,1,3
2378,Female,46-55,Inactive,72.0,2740.0,,39200.0,1,6
7202,Male,18-25,Active,92.0,3690.0,South,48900.0,1,8
2824,Female,36-45,Inactive,20.0,360.0,West,26200.0,1,2
2089,Female,18-25,New,71.0,1680.0,North,53500.0,0,7
2099,Male,46-55,Inactive,57.0,1260.0,East,30500.0,0,5
1596,Female,26-35,Active,115.0,2830.0,East,26300.0,1,8
4598,Male,26-35,Active,67.0,640.0,West,19400.0,1,374
3329,Female,18-25,New,43.0,800.0,North,26000.0,1,6
4122,Female,26-35,New,70.0,1240.0,West,20600.0,0,4
2817,Male,56+,New,10.0,190.0,North,24500.0,0,1
775,Male,18-25,Active,63.0,490.0,North,15000.0,1,12
6940,Male,18-25,Active,97.0,4940.0,North,59400.0,1,5
872,Male,18-25,New,51.0,2440.0,East,57600.0,0,3
7501,Female,26-35,Active,54.0,1980.0,North,42200.0,0,5
1264,Female,26-35,New,119.0,2550.0,North,46700.0,1,12
5270,Female,18-25,Active,0.0,0.0,West,30000.0,1,0
4413,Female,18-25,Active,24.0,400.0,North,37600.0,1,1
6858,Male,46-55,New,74.0,2390.0,East,53700.0,1,6
5827,Female,26-35,New,23.0,860.0,North,45600.0,1,2
6690,Female,36-45,Active,94.0,1630.0,North,21000.0,1,11
1221,Male,26-35,New,84.0,2770.0,South,57000.0,1,6
1804,Female,36-45,New,90.0,4670.0,South,75700.0,0,8
1454,Female,18-25,Active,33.0,1390.0,South,46100.0,1,4
409,Male,36-45,Active,23.0,420.0,East,41100.0,1,2
9180,Male,26-35,Active,15.0,760.0,East,87700.0,1,0
5854,Male,26-35,Inactive,30.0,730.0,West,33500.0,0,4
4802,Male,36-45,Active,39.0,390.0,West,25700.0,1,2
2150,Male,36-45,Active,50.0,1400.0,East,33400.0,1,1
3708,Female,26-35,New,85.0,,South,25300.0,0,5
6700,Female,56+,Inactive,8.0,100.0,East,29200.0,0,1
7017,Male,46-55,Inactive,43.0,1140.0,West,41100.0,1,2
2134,Female,46-55,New,107.0,1190.0,East,25200.0,1,8
4171,Female,46-55,Active,13.0,450.0,West,55400.0,0,0
4735,Female,36-45,Active,4.0,60.0,North,28200.0,1,4
1672,Female,36-45,Active,84.0,1910.0,East,32500.0,1,10
3016,Female,18-25,Active,70.0,5960.0,West,101000.0,1,2
1924,Male,36-45,Inactive,20.0,340.0,West,30100.0,0,3
2037,Female,26-35,Active,59.0,2260.0,North,,1,7
8181,Male,26-35,Active,98.0,7600.0,East,84800.0,1,6
8594,Female,26-35,Active,45.0,1460.0,East,41200.0,0,5
2240,Female,46-55,New,71.0,1880.0,South,28500.0,0,9
4624,Female,36-45,Active,105.0,2250.0,West,31700.0,1,6
7144,Male,18-25,Active,84.0,2480.0,South,62900.0,1,8
7444,Male,36-45,Inactive,,1440.0,West,43400.0,1,6
1731,Female,46-55,Active,78.0,1680.0,North,26900.0,1,4
6638,Female,46-55,Inactive,61.0,1240.0,North,30500.0,0,5
9444,Male,36-45,New,82.0,2400.0,East,61600.0,1,9
7468,Male,26-35,New,48.0,2950.0,East,62000.0,1,4
4465,Male,46-55,New,107.0,3520.0,North,37500.0,0,10
6956,Female,18-25,Active,20.0,360.0,West,25300.0,0,2
7052,Male,26-35,Active,38.0,3090.0,West,84700.0,1,3
1784,Male,36-45,Active,45.0,1230.0,North,48500.0,1,1
1497,Female,18-25,Active,51.0,2080.0,West,49800.0,1,5
3376,Male,46-55,Active,105.0,1990.0,West,31000.0,1,12
5552,Male,26-35,New,94.0,2840.0,South,38300.0,0,6
4848,Female,26-35,New,72.0,1660.0,North,39800.0,0,6
8249,Male,56+,Inactive,95.0,1720.0,South,31400.0,0,6
4813,Female,46-55,Inactive,58.0,480.0,West,15500.0,1,7
7750,Female,26-35,Inactive,41.0,820.0,East,48600.0,1,4
8283,Male,56+,New,22.0,450.0,South,31300.0,0,4
746,Female,26-35,Inactive,50.0,1590.0,South,40100.0,0,1
711,Female,46-55,Inactive,16.0,1000.0,West,86700.0,0,2
380,Female,18-25,Active,116.0,2310.0,North,51400.0,1,10
7172,Female,36-45,New,24.0,1860.0,South,94400.0,0,1
7665,Male,18-25,Active,115.0,2630.0,West,49200.0,1,8
8896,Male,26-35,Active,45.0,1560.0,North,50700.0,1,6
7214,Female,56+,Active,106.0,3330.0,West,32900.0,1,9
4464,Female,26-35,New,20.0,530.0,West,71200.0,1,4
9690,Male,26-35,Active,90.0,3260.0,,45100.0,1,9
4829,Female,26-35,New,,3400.0,North,63900.0,1,8
6486,Female,56+,New,34.0,580.0,East,40600.0,0,7
7689,Male,46-55,Inactive,87.0,2940.0,South,39300.0,0,6
3533,Female,18-25,Active,64.0,,East,31200.0,1,1
6729,Female,46-55,Inactive,58.0,560.0,West,19400.0,1,6
9046,Male,46-55,Inactive,18.0,750.0,East,48200.0,0,434
9039,Male,36-45,New,54.0,2330.0,South,62200.0,1,8
1314,Male,18-25,New,101.0,2120.0,East,37600.0,1,3
4701,Female,56+,Active,98.0,4580.0,West,53200.0,0,6
9506,Female,36-45,Active,16.0,660.0,South,42100.0,1,2
7999,Male,46-55,Active,79.0,1540.0,East,43700.0,1,8
6889,Female,18-25,Active,101.0,3570.0,North,46100.0,1,9
1659,Male,18-25,Active,103.0,2960.0,South,35400.0,1,7
1286,Female,26-35,New,118.0,2360.0,South,46800.0,1,7
4420,Female,18-25,Inactive,57.0,1630.0,West,74800.0,1,8
4536,Male,36-45,New,7.0,,South,42500.0,0,4
1350,Male,56+,New,42.0,2010.0,West,72500.0,0,1
4473,Female,18-25,Active,96.0,2940.0,West,47900.0,1,8
8971,Female,26-35,Active,50.0,650.0,West,17500.0,0,3
8440,Male,18-25,Active,26.0,1350.0,South,67100.0,1,6
